SITE_ID,Agency Codes,MINISTRY,AGENCY,STYPE,NAME,VENDOR_ID,HOTSPOT_ID,ZipCode,county,AREA,ADDR,LATITUDE,LONGITUDE,E-MINISTRY,E_AGENCY,E_STYPE,E_NAME,E_CITY,E_AREA,E_ADDR
TPEE000596,379530800H,臺北市政府,臺北市公共運輸處,公車站,凌雲五村-S-研究院路二段,TAIFO,TPEE000596,115,臺北市,南港區,115臺北市南港區研究院路二段226號對面候車亭,25.0362079,121.6168663,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Lingyun Village 5-S-Sec. 2, Academia Rd.",Taipei City,Nangang District,"The bus station on the opposite side of No. 226, Sec. 2, Academia Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000597,379530800H,臺北市政府,臺北市公共運輸處,公車站,中國電視公司-W-重陽路,TAIFO,TPEE000597,115,臺北市,南港區,115臺北市南港區重陽路199巷16號旁候車亭(重陽路本線),25.0568400,121.5993270,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,China Television Company-W-Chongyang Rd.,Taipei City,Nangang District,"The bus station next to No. 16, Ln. 199, Chongyang Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)(Chongyang Rd Main Line)"
TPEE000598,379530800H,臺北市政府,臺北市公共運輸處,公車站,巴黎春天社區-N-南深路,TAIFO,TPEE000598,115,臺北市,南港區,115臺北市南港區南深路31旁候車亭,25.0371680,121.6207350,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Tianguan Temple-N-Nanshen Rd.,Taipei City,Nangang District,"The bus station next to No. 31, Nanshen Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000599,379530800H,臺北市政府,臺北市公共運輸處,公車站,東新國小-W-重陽路,TAIFO,TPEE000599,115,臺北市,南港區,115臺北市南港區重陽路237號旁候車亭,25.0577566,121.6027208,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Dongxing Elementary School-W-Chongyang Rd.,Taipei City,Nangang District,"The bus station next to No. 237, Chongyang Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000601,379530800H,臺北市政府,臺北市公共運輸處,公車站,聯合醫院忠孝院區(同德)-E-同德路,TAIFO,TPEE000601,115,臺北市,南港區,115臺北市南港區同德路100號旁候車亭,25.0461400,121.5864630,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,TCUH，Zhongxiao Branch(Tongde)-E-Tongde Rd.,Taipei City,Nangang District,"The bus station next to No. 100, Tongde Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000602,379530800H,臺北市政府,臺北市公共運輸處,公車站,金德橋頭-N-合順街,TAIFO,TPEE000602,115,臺北市,南港區,115臺北市南港區合順街8巷3弄53號對面附近候車亭(大坑街本線上),25.0426550,121.6198570,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Jinde Bridge-N-Heshun St.,Taipei City,Nangang District,"The bus station near the opposite side of No. 53, Aly. 3, Ln. 8, Heshun St., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)(Dakeng St Main Line)"
TPEE000604,379530800H,臺北市政府,臺北市公共運輸處,公車站,東明里/臺北流行音樂中心-W1-南港路二段,TAIFO,TPEE000604,115,臺北市,南港區,115臺北市南港區南港路二段218號旁候車亭,25.0538270,121.5987240,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Dongming Vil/Taipei Music Center-W1-Sec. 2, Nangang Rd.",Taipei City,Nangang District,"The bus station next to No. 218, Sec. 2, Nangang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)"
TPEE000605,379530800H,臺北市政府,臺北市公共運輸處,公車站,中研院-S1-研究院路二段,TAIFO,TPEE000605,115,臺北市,南港區,115臺北市南港區研究院路二段108號前候車亭,25.0432518,121.6165572,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Academia Sinica-S1-Sec. 2, Academia Rd.",Taipei City,Nangang District,"The bus station front of No. 108, Sec. 2, Academia Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000606,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港高工(重陽)-W-重陽路,TAIFO,TPEE000606,115,臺北市,南港區,115臺北市南港區重陽路323號前方候車亭,25.0580840,121.6058800,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Nangang Vocational High School-W-Chongyang Rd.,Taipei City,Nangang District,"The bus station front of No.323, Chongyang Rd., Nangang Dist., Taipei City 115, Taiwan,  (R.O.C.)"
TPEE000607,379530800H,臺北市政府,臺北市公共運輸處,公車站,中國電視公司-E-重陽路,TAIFO,TPEE000607,115,臺北市,南港區,115臺北市南港區重陽路185號對面候車亭,25.0565895,121.5991055,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,China Television Company-E-Chongyang Rd.,Taipei City,Nangang District,"The bus station on the opposite side of No. 185, Chongyang Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000608,379530800H,臺北市政府,臺北市公共運輸處,公車站,松山磚廠-W-南港路三段,TAIFO,TPEE000608,115,臺北市,南港區,115臺北市南港區南港路三段250號前方候車亭,25.0526462,121.5850594,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Songshan Brick Factory-W-Sec. 3, Nangang Rd.",Taipei City,Nangang District,"The bus station front of No.250, Sec. 3, Nangang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)"
TPEE000610,379530800H,臺北市政府,臺北市公共運輸處,公車站,台肥新村-E1-南港路二段,TAIFO,TPEE000610,115,臺北市,南港區,115臺北市南港區南港路二段78號旁候車亭,25.0539474,121.6035978,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Taifei New Village-E1-Sec. 2, Nangang Rd.",Taipei City,Nangang District,"The bus station on the opposite side of No.15, Sec. 2, Nangang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)"
TPEE000611,379530800H,臺北市政府,臺北市公共運輸處,公車站,捷運昆陽站-E1-忠孝東路六段,TAIFO,TPEE000611,115,臺北市,南港區,115臺北市南港區忠孝東路六段420號候車亭,25.0501003,121.5930926,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"MRT Kunyang-E1-Sec. 6, Zhongxiao E. Rd.",Taipei City,Nangang District,"The bus station No.420, Sec. 6, Zhongxiao E. Rd., Nangang Dist., Taipei City 115, Taiwan, (R.O.C.)"
TPEE000612,379530800H,臺北市政府,臺北市公共運輸處,公車站,東明里/臺北流行音樂中心-E-南港路二段,TAIFO,TPEE000612,115,臺北市,南港區,115臺北市南港區南港路二段208號對面候車亭,25.0535270,121.5989600,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Dongming Vil/Taipei Music Center-E-Sec. 2, Nangang Rd.",Taipei City,Nangang District,"The bus station on the opposite side of No. 208, Sec. 2, Nangang Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000613,379530800H,臺北市政府,臺北市公共運輸處,公車站,胡適公園-N-研究院路二段,TAIFO,TPEE000613,115,臺北市,南港區,115臺北市南港區研究院路二段130號對面候車亭,25.0403610,121.6176910,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Hushih Park-N-Sec. 2, Academia Rd.",Taipei City,Nangang District,"The bus station on the opposite side of No. 130, Sec. 2, Academia Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000615,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港分局(向陽)-N-向陽路,TAIFO,TPEE000615,115,臺北市,南港區,115臺北市南港區向陽路150號旁候車亭,25.0553227,121.5944036,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Nangang Police Dist.(Xiangyang)-N-Xiangyang Rd.,Taipei City,Nangang District,"The bus station next to No. 150, Xiangyang Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000616,379530800H,臺北市政府,臺北市公共運輸處,公車站,東新國小-E-重陽路,TAIFO,TPEE000616,115,臺北市,南港區,115臺北市南港區重陽路269號對面候車亭,25.0575659,121.6036139,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Dongxing Elementary School-E-Chongyang Rd.,Taipei City,Nangang District,"The bus station No.196, Chongyang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)"
TPEE000617,379530800H,臺北市政府,臺北市公共運輸處,公車站,玉成國小-E-南港路三段,TAIFO,TPEE000617,115,臺北市,南港區,115臺北市南港區南港路三段7之1號候車亭,25.0539970,121.5918960,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Yucheng Park-E-Sec. 3, Nangang Rd.",Taipei City,Nangang District,"The bus station No. 7-1, Sec. 3, Nangang Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000618,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港路二段178巷口-W-南港路二段,TAIFO,TPEE000618,115,臺北市,南港區,115臺北市南港區南港路二段142號前候車亭,25.0534700,121.6006850,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Nangang Tire-W-Sec. 2, Nangang Rd.",Taipei City,Nangang District,"The bus station front of No.142, Sec. 2, Nangang Rd., Nangang Dist., Taipei City 115, Taiwan,  (R.O.C.)"
TPEE000619,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港水廠-S-研究院路一段,TAIFO,TPEE000619,115,臺北市,南港區,115臺北市南港區研究院路一段183號對面候車亭,25.0495470,121.6156150,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Nangang Water Plant-S-Sec. 1, Academia Rd.",Taipei City,Nangang District,"The bus station on the opposite side of No. 183, Sec. 1, Academia Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000620,379530800H,臺北市政府,臺北市公共運輸處,公車站,玉成公園(中坡)-N-中坡南路,TAIFO,TPEE000620,110,臺北市,信義區,110臺北市信義區中坡南路66號對面候車亭,25.0419210,121.5850520,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Yucheng Park-N-Zhongpo S. Rd.,Taipei City,Xinyi District,"The bus station on the opposite side of No. 66, Zhongpo S. Rd., Xinyi Dist., Taipei City 110 , Taiwan (R.O.C.)"
TPEE000621,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港路二段178巷口-E-南港路二段,TAIFO,TPEE000621,115,臺北市,南港區,115臺北市南港區南港路二段142號對面候車亭,25.0533083,121.6008193,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Nangang Tire-E-Sec. 2, Nangang Rd.",Taipei City,Nangang District,"The bus station on the opposite side of No.142, Sec. 2, Nangang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)"
TPEE000622,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港分局(向陽)-S-向陽路,TAIFO,TPEE000622,115,臺北市,南港區,115臺北市南港區向陽路166號對面候車亭,25.0558337,121.5938777,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Nangang Police Dist.(Xiangyang)-S-Xiangyang Rd.,Taipei City,Nangang District,"The bus station on the opposite side of No. 166, Xiangyang Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000623,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港水廠-N1-研究院路二段,TAIFO,TPEE000623,115,臺北市,南港區,115臺北市南港區研究院路二段1號旁候車亭,25.0486353,121.6159772,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Nangang Water Plant-N1-Sec. 2, Academia Rd.",Taipei City,Nangang District,"The bus station next to No. 1, Sec. 2, Academia Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000624,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港花園社區二-N-福德街,TAIFO,TPEE000624,115,臺北市,南港區,115臺北市南港區福德街373巷15號(A17棟)旁候車亭,25.0400288,121.5912299,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Nangang Garden Community 2-N-Fude St.,Taipei City,Nangang District,"The bus station next to (Building A17)  No. 15, Ln. 373, Fude St., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000625,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港花園社區三-W-福德街,TAIFO,TPEE000625,115,臺北市,南港區,115臺北市南港區福德街373巷51號(A11棟)旁候車亭,25.0388500,121.5924830,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Nangang Garden Community 3-W-Fude St.,Taipei City,Nangang District,"The bus station next to (Building A11) No. 51, Ln. 373, Fude St., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000626,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港花園社區五-福德街,TAIFO,TPEE000626,115,臺北市,南港區,115臺北市南港區福德街425號候車亭,25.0399996,121.5926114,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Nangang Garden Community 5, Fude Street",Taipei City,Nangang District,"Bus Stop at No. 425, Lane 373, Fude Street, Nangang District, Taipei City 115, Taiwan (R.O.C.)"
TPEE000627,379530800H,臺北市政府,臺北市公共運輸處,公車站,凌雲五村-N-研究院路三段,TAIFO,TPEE000627,115,臺北市,南港區,115臺北市南港區研究院路三段12巷1號對面(研究院路三段本線)候車亭,25.0356250,121.6169120,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Lingyun Village 5-N-Sec. 3, Academia Rd.",Taipei City,Nangang District,"The bus station on opposite side of (Sec. 3, Academia Rd. main line)No. 1, Ln. 12, Sec. 3, Academia Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.) "
TPEE000628,379530800H,臺北市政府,臺北市公共運輸處,公車站,國家文官學院-忠孝東路七段,TAIFO,TPEE000628,115,臺北市,南港區,115臺北市南港區忠孝東路七段574號候車亭,25.0527491,121.6138451,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Zhongying BaDe Building - East - Section 2 of Bade Road,Taipei City,Nangang District,"The bus station next to No. 574, Sec. 7, Zhongxiao E. Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000629,379530800H,臺北市政府,臺北市公共運輸處,公車站,舊莊公園-舊莊街一段,TAIFO,TPEE000629,115,臺北市,南港區,115臺北市南港區舊莊街一段145巷10號對面候車亭,25.0410255,121.6208530,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Jiuzhuang Park-Sec. 1, Jiuzhuang St.",Taipei City,Nangang District,"The bus station on the opposite side of No. 10, Ln. 145, Sec. 1, Jiuzhuang St., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000630,379530800H,臺北市政府,臺北市公共運輸處,公車站,福音山莊-N-南深路,TAIFO,TPEE000630,115,臺北市,南港區,115臺北市南港區南深路與南深路70巷口東南側候車亭,25.0217340,121.6237330,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Fuyin Shanzhuang-N-Nanshen Rd.,Taipei City,Nangang District,"The bus station on the southeast side entrance of Ln. 70, Nanshen Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000631,379530800H,臺北市政府,臺北市公共運輸處,公車站,福山抽水站-N-福山街,TAIFO,TPEE000631,115,臺北市,南港區,115臺北市南港區大坑街、研究院路二段35巷口東南側候車亭,25.0464590,121.6173470,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Fushan Pumping Station-N-Fushan St.,Taipei City,Nangang District,"The bus station on the southeast side entrance of Ln. 35, Sec. 2, Academia Rd, Dakeng Street, Nangang Dist, Taipei City 115, Taiwan (R.O.C.)"
TPEE000632,379530800H,臺北市政府,臺北市公共運輸處,公車站,捷運後山埤站(玉成)-玉成街,TAIFO,TPEE000632,115,臺北市,南港區,115臺北市南港區玉成街136號對面候車亭,25.0451946,121.5831568,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Houshanpi Station(Yucheng)-Yucheng St.,Taipei City,Nangang District,"The bus station on the opposite side of No. 136, Yucheng St., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000633,379530800H,臺北市政府,臺北市公共運輸處,公車站,西園29服飾基地-N-西園路二段,TAIFO,TPEE000633,108,臺北市,萬華區,108臺北市萬華區西園路二段32號旁候車亭,25.0324660,121.4977340,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Fashion Institute of Taipei-N-Sec. 2, Xiyuan Rd.",Taipei City,Wanhua District,"The bus station next to No. 32, Sec. 2, Xiyuan Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000634,379530800H,臺北市政府,臺北市公共運輸處,公車站,西園29服飾基地-S-西園路二段,TAIFO,TPEE000634,108,臺北市,萬華區,108臺北市萬華區西園路二段32號斜對面候車亭,25.0325043,121.4974437,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Fashion Institute of Taipei-S-Sec. 2, Xiyuan Rd.",Taipei City,Wanhua District,"The bus station on the opposite side of No.32, Sec. 2, Xiyuan Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)"
TPEE000635,379530800H,臺北市政府,臺北市公共運輸處,公車站,青年路派出所-E-萬大路,TAIFO,TPEE000635,108,臺北市,萬華區,108臺北市萬華區萬大路423巷110號候車亭,25.0219450,121.5020590,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Qingnian Rd. Police Substation-E-Wanda Rd.,Taipei City,Wanhua District,"The bus station No. 110, Ln. 423, Wanda Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000636,379530800H,臺北市政府,臺北市公共運輸處,公車站,綜合市場-N-環河南路二段,TAIFO,TPEE000636,108,臺北市,萬華區,108臺北市萬華區環河南路二段312號對面候車亭,25.0308550,121.4904550,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"General Market-N-Sec. 2, Huanhe S. Rd.",Taipei City,Wanhua District,"The bus station on the opposite side of No. 312, Sec. 2, Huanhe S. Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000638,379530800H,臺北市政府,臺北市公共運輸處,公車站,光仁國小-E-萬大路,TAIFO,TPEE000638,108,臺北市,萬華區,108臺北市萬華區萬大路423巷33號對面候車亭,25.0210640,121.5000530,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Guangren Elementary-E-School Wanda Rd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 33, Ln. 423, Wanda Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)"
TPEE000639,379530800H,臺北市政府,臺北市公共運輸處,公車站,峨嵋街口(中醫院區)-N-康定路,TAIFO,TPEE000639,108,臺北市,萬華區,108臺北市萬華區康定路19號前候車亭,25.0449232,121.5030247,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Emei St. Entrance-N-Kangding Rd.,Taipei City,Wanhua District,"The bus station front of No. 19, Kangding Rd., Wanhua Dist., Taipei City108 , Taiwan (R.O.C.)"
TPEE000640,379530800H,臺北市政府,臺北市公共運輸處,公車站,國興路口-S-中華路二段,TAIFO,TPEE000640,108,臺北市,萬華區,108臺北市萬華區中華路二段520號前候車亭,25.0255882,121.5083187,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Guoxing Intersection-S-Zhonghua Road Section 2,Taipei City,Wanhua District,"The bus station front of No. 520, Sec. 2, Zhonghua Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000641,379530800H,臺北市政府,臺北市公共運輸處,公車站,國興路口一-S-國興路,TAIFO,TPEE000641,108,臺北市,萬華區,108臺北市萬華區國興路12號對面候車亭,25.0245644,121.508777,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Guoxing Road Intersection 1-S-Guoxing Road,Taipei City,Wanhua District,"The bus station near No. 12, Guoxing Rd., Wanhua Dist., Taipei City 108"
TPEE000642,379530800H,臺北市政府,臺北市公共運輸處,公車站,青年公園(國興)-S-國興路,TAIFO,TPEE000642,108,臺北市,萬華區,108臺北市萬華區國興路46號對面候車亭,25.0253260,121.5071372,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Youth Park( Guoxing)-S-Guoxing Rd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 46, Guoxing Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000643,379530800H,臺北市政府,臺北市公共運輸處,公車站,中華南海路口-N-中華路二段,TAIFO,TPEE000643,100,臺北市,中正區,100臺北市中正區中華路二段337號旁候車亭,25.0271855,121.5066916,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Zhonghua Nanhai Intersection-N-Zhonghua Road Section 2,Taipei City,Zhongzheng District,"The bus station near No. 337, Sec. 2, Zhonghua Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000644,379530800H,臺北市政府,臺北市公共運輸處,公車站,時報大樓-E-艋舺大道,TAIFO,TPEE000644,108,臺北市,萬華區,108臺北市萬華區艋舺大道297號對面候車亭,25.0329360,121.4970160,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Times Building-E-Bangka Blvd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 297, Bangka Blvd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000645,379530800H,臺北市政府,臺北市公共運輸處,公車站,萬華運動中心-S-西寧南路,TAIFO,TPEE000645,108,臺北市,萬華區,108臺北市萬華區西寧南路6之1號旁候車亭,25.0473707,121.5071418,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Wanhua Sports Center-S-Xining S. Rd.,Taipei City,Wanhua District,"The bus station next to No. 6-1, Xining S. Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000646,379530800H,臺北市政府,臺北市公共運輸處,公車站,老松國小-E-桂林路,TAIFO,TPEE000646,108,臺北市,萬華區,108臺北市萬華區桂林路67號對面候車亭,25.0382110,121.5022580,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Laosong Elementary School-E-Guilin Rd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 67, Guilin Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)"
TPEE000647,379530800H,臺北市政府,臺北市公共運輸處,公車站,西園路二段-S-西園路二段,TAIFO,TPEE000647,108,臺北市,萬華區,108臺北市萬華區西園路二段296號旁候車亭,25.0266220,121.4931860,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Sec. 2, Xiyuan Rd-S-Sec. 2, Xiyuan Rd.",Taipei City,Wanhua District,"The bus station next to No. 296, Sec. 2, Xiyuan Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000648,379530800H,臺北市政府,臺北市公共運輸處,公車站,小南門-S1-中華路一段,TAIFO,TPEE000648,108,臺北市,萬華區,108臺北市萬華區中華路一段202號旁候車亭,25.0380780,121.5068060,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Xiaonanmen-S1-Sec. 1, Zhonghua Rd.",Taipei City,Wanhua District,"The bus station next to No. 202, Sec. 1, Zhonghua Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000649,379530800H,臺北市政府,臺北市公共運輸處,公車站,青年公園(國興)-國興路,TAIFO,TPEE000649,108,臺北市,萬華區,108臺北市萬華區國興路30號候車亭,25.0245349,121.5079851,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Youth Park( Guoxing)-Guoxing Rd.,Taipei City,Wanhua District,"The bus station near No. 30, Guoxing Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000650,379530800H,臺北市政府,臺北市公共運輸處,公車站,華中河濱公園-N-萬大路,TAIFO,TPEE000650,108,臺北市,萬華區,108臺北市萬華區萬大路628號對面候車亭,25.0171480,121.4961090,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Huazhong Riverside Park-N-Wanda Rd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 628, Wanda Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000651,379530800H,臺北市政府,臺北市公共運輸處,公車站,青年公園正門-W-水源路,TAIFO,TPEE000651,108,臺北市,萬華區,108臺北市萬華區水源路199號旁候車亭,25.0218064,121.5068720,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Youth Park fornt door-W-Shuiyuan Rd.,Taipei City,Wanhua District,"The bus station next to No. 199, Shuiyuan Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000652,379530800H,臺北市政府,臺北市公共運輸處,公車站,國興社區-N-國興路,TAIFO,TPEE000652,108,臺北市,萬華區,108臺北市萬華區國興路1巷8號旁候車亭,25.0235305,121.5085345,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Guoxing Community-N-Guoxing Rd.,Taipei City,Wanhua District,"The bus station next to No. 8, Ln. 1, Guoxing Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)"
TPEE000653,379530800H,臺北市政府,臺北市公共運輸處,公車站,民生松江路口-E-民生東路二段,TAIFO,TPEE000653,104,臺北市,中山區,104臺北市中山區民生東路二段170號旁候車停,25.0578098,121.5350040,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Minsheng and Songjiang Intersection-E-Sec. 2, Minsheng E. Rd.",Taipei City,Zhongshan District,"The bus station No.170, Sec. 2, Minsheng E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)"
TPEE000654,379530800H,臺北市政府,臺北市公共運輸處,公車站,立人國際國中小學-S-安和路二段,TAIFO,TPEE000654,106,臺北市,大安區,106臺北市大安區安和路二段92號旁候車亭,25.0287850,121.5504112,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Realan International Primary and Secondary School-S-Second Section of Anhe Road,Taipei City,Da’an District,"The bus station near No. 92, Sec. 2, Anhe Rd., Da’an Dist., Taipei City 106 , Taiwan (R.O.C.)"
TPEE000655,379530800H,臺北市政府,臺北市公共運輸處,公車站,園區街-W-園區街,TAIFO,TPEE000655,115,臺北市,南港區,115臺北市南港區園區街28號旁候車亭,25.0591254,121.6128274,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Park St.-W-Park St.,Taipei City,Nangang District,"The bus station next to No. 28, Yuanqu St., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000656,379530800H,臺北市政府,臺北市公共運輸處,公車站,雙園街口-E-艋舺大道,TAIFO,TPEE000656,108,臺北市,萬華區,108臺北市萬華區艋舺大道389號對面候車亭,25.0311160,121.4943840,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shuangyuan St. Intersection-E-Bangka Blvd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 389, Bangka Blvd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000657,379530800H,臺北市政府,臺北市公共運輸處,大眾運輸,關渡碼頭,TAIFO,TPEE000657,112,臺北市,北投區,112臺北市北投區知行路360之1號,25.1208538,121.4624366,Taipei City Government,"Public Transportation Office, Taipei City Government",Mass Transportation,Guandu Wharf,Taipei City,Beitou District,"No. 360-1, Zhixing Road, Beitou District, Taipei City 112, ROC"
TPEE000662,379670000G,臺北市政府,臺北市政府產業發展局,商圈市集,文昌街AP5-文昌街167號,TAIFO,TPEE000662,106,臺北市,大安區,106臺北市大安區文昌街167號,25.0324864,121.5536597,Taipei City Government,"Department of Economic Development, Taipei City Government",Commercial District and Market,Wenchang St.AP5-Wenchang St. No.167,Taipei City,Da’an District,"No.167, Wenchang St., Da’an Dist., Taipei City 106, Taiwan R.O.C."
